,Data
0,0.4330674199899035
1,0.048758870327877395
2,0.3883680323348102
3,-0.8202548604781502
4,0.5598472856680303
5,-0.1041984163543764
6,0.25987630211321544
7,-0.7965109431087808
8,0.5685720997048728
9,-0.04162866647310567
10,0.2667308244394241
11,-0.8909915131637086
12,0.4760468013170041
13,0.22218303734851289
14,0.915357536841494
15,-0.8968443151304094
16,-0.4130064253731008
17,-0.5058929904023809
18,0.8147428056173657
19,-0.3077867271300687
20,0.5631660516901779
21,-0.1342288078846347
22,0.4364832200337623
23,-0.7078362786021009
24,0.43697226202977096
25,-0.37544202710778646
26,-0.08804717507871865
27,-0.9717138712893922
28,0.9496566113199797
29,0.5904342311390337
30,0.5936145450902631
31,-1.0620335574311248
32,0.15395833887343233
33,-0.21140937855452932
34,0.2596350744240127
35,-0.9269240366569103
36,0.56740231132433
37,0.23379794415845673
38,0.7059104775928565
39,-0.7233053178337666
40,0.10736779286811662
41,-0.5028210181886585
42,0.48486771476197765
43,-0.48202842075707775
44,0.5979249065853988
45,0.08534248996847327
46,0.3967620921209757
47,-1.162133954935461
48,0.13875599648513195
49,-0.07905210338045834
50,0.6435307352310126
51,-0.5581900518794632
52,0.5911753505706581
53,0.041188513315095515
54,0.44879472456620195
55,-0.9943947777672495
56,0.13855863376204694
57,-0.3134626128342536
58,0.44199187212480245
59,-0.6569492737636139
60,0.6311024945075836
61,0.2699981157176139
62,0.5050432170712381
63,-0.9094797563728285
64,0.33380490986295447
65,-0.24428791757867843
66,0.13787353160159901
67,-0.8653799599204853
68,0.5475735529358706
69,0.18676326767449822
70,0.7395796137929883
71,-0.8765614525329509
72,0.20464334675041862
73,0.005076602196556015
74,0.4203156887173422
75,-0.8842943476910765
76,0.6117590069368084
77,-0.07868382839657839
78,-0.029661959566032438
79,-0.8988420967472579
80,0.7998374260030842
81,0.16156518744608556
82,0.45459820458063166
83,-0.8030580600545972
84,0.550099944577932
85,-0.21932146525432947
86,-0.04996351246445805
87,-0.967381114600609
