,Data
0,0.4330674199899035
1,0.6515677826103796
2,0.6642017177277237
3,0.5043688323882211
4,0.26252062906859297
5,0.048758870327877395
6,-0.05088849266586901
7,-0.007507354386605324
8,0.14094784190149498
9,0.3065575939795359
10,0.3883680323348102
11,0.3151360150506534
12,0.07709331138594798
13,-0.26613729178565165
14,-0.605083809962503
15,-0.8202548604781502
16,-0.8271648549922256
17,-0.6092499061134027
18,-0.2258873659804069
19,0.20751529534262664
20,0.5598472856680303
21,0.7303511696857166
22,0.6835631050743535
23,0.4599289222355678
24,0.15807379636191635
25,-0.1041984163543764
26,-0.23512860124809923
27,-0.20315862644927843
28,-0.04688694503251032
29,0.14265023295328835
30,0.25987630211321544
31,0.22790891180124284
32,0.03071442352680802
33,-0.2780397862311056
34,-0.5931282075243813
35,-0.7965109431087808
36,-0.8021125671719953
37,-0.5894305950198213
38,-0.21304702764252134
39,0.21576122974983147
40,0.5685720997048728
41,0.745597497675721
42,0.7104152899972628
43,0.5007982297686988
44,0.2118995795822355
45,-0.04162866647310567
46,-0.17012358871396271
47,-0.1429138387693452
48,0.0014345511143612987
49,0.17263332664831507
50,0.2667308244394241
51,0.20940208012743644
52,-0.012408055277360336
53,-0.3425834590329766
54,-0.6747465220895106
55,-0.8909915131637086
56,-0.9059604796738465
57,-0.6994848115243274
58,-0.3252342196341206
59,0.1080704766076035
60,0.4760468013170041
61,0.683695734180191
62,0.6988359632782203
63,0.5615313645074694
64,0.36609240638048435
65,0.22218303734851289
66,0.20999312329093703
67,0.3473044728813981
68,0.5814376122107286
69,0.8089555992919283
70,0.915357536841494
71,0.8196993904420752
72,0.5072621249351666
73,0.03781690415999469
74,-0.4737037154200273
75,-0.8968443151304094
76,-1.1306894078637544
77,-1.137748284399151
78,-0.9544935018088676
79,-0.6748671488019199
80,-0.4130064253731008
81,-0.25944634499095487
82,-0.2476525672245494
83,-0.34369654135722083
84,-0.4627777235393311
85,-0.5058929904023809
86,-0.4023310825901215
87,-0.1412860258113363
88,0.22027766192570866
89,0.5770839991889084
90,0.8147428056173657
91,0.8532787857486367
92,0.6784404793319202
93,0.34916569657241836
94,-0.021856048269802343
95,-0.3077867271300687
96,-0.4130215752506773
97,-0.30758010244643486
98,-0.037411757297582816
99,0.2936067597159459
100,0.5631660516901779
101,0.6763089445521346
102,0.6000089610966898
103,0.37360114183562354
104,0.09158760976445868
105,-0.1342288078846347
106,-0.21875384348247764
107,-0.13696252205114348
108,0.06631678217242182
109,0.29422343050237815
110,0.4364832200337623
111,0.4136431536043666
112,0.20961636586832044
113,-0.119899231304546
114,-0.4663474651677418
115,-0.7078362786021009
116,-0.7548408706849692
117,-0.5848304046794257
118,-0.2521206042090065
119,0.1313490396615343
120,0.43697226202977096
121,0.5661122278871614
122,0.4845763456634363
123,0.23257757912822355
124,-0.09274245559573294
125,-0.37544202710778646
126,-0.5252520771535666
127,-0.5112887080612009
128,-0.37180450022507083
129,-0.19639976555999425
130,-0.08804717507871865
131,-0.11985268809108277
132,-0.3032866591519813
133,-0.5802858053329263
134,-0.8426510132874986
135,-0.9717138712893922
136,-0.883336972149418
137,-0.561275704772757
138,-0.06626107560884922
139,0.48293869001420175
140,0.9496566113199797
141,1.225883927286076
142,1.26827306547385
143,1.1102941675663254
144,0.8458092329130201
145,0.5904342311390337
146,0.43605494286157187
147,0.4163852803714119
148,0.49645654045848664
149,0.5893588207014235
150,0.5936145450902631
151,0.4369726541652183
152,0.10952370630133834
153,-0.3272489534396988
154,-0.7596096705084621
155,-1.0620335574311248
156,-1.1435841561243816
157,-0.982167648583519
158,-0.6334130295470247
159,-0.21099729366651065
160,0.15395833887343233
161,0.35919303124010427
162,0.3660316253197773
163,0.20956389831297637
164,-0.01917468640350043
165,-0.21140937855452932
166,-0.28394623947073394
167,-0.21115234462390078
168,-0.03397397239268613
169,0.15721712933641882
170,0.2596350744240127
171,0.2008717432013735
172,-0.029222400389106513
173,-0.37026637276901175
174,-0.7105238125474472
175,-0.9269240366569103
176,-0.9308907254616329
177,-0.702149607141872
178,-0.29737013030866133
179,0.16946659313391785
180,0.56740231132433
181,0.7946217443161762
182,0.8133370041560138
183,0.6603668464289185
184,0.42965371017890014
185,0.23379794415845673
186,0.15944546317926087
187,0.23364932748871936
188,0.4141815150954321
189,0.6073136245908978
190,0.7059104775928565
191,0.6331078290983435
192,0.3747515901213627
193,-0.012163425293129726
194,-0.41865406530953864
195,-0.7233053178337666
196,-0.8371624922676416
197,-0.7368308629966325
198,-0.473030200525118
199,-0.15135130824734314
200,0.10736779286811662
201,0.2121455920680211
202,0.13544060777053338
203,-0.07768422352090551
204,-0.32828890268775823
205,-0.5028210181886585
206,-0.5178307184594003
207,-0.35297214094576573
208,-0.05955146209366003
209,0.2586511682494826
